title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	description	data_processing	platform_id	contact_name	contact_email	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	gender:ch1
CC30	GSM588848	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Female	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588848/suppl/GSM588848.CEL.gz	54675	Female
CC32	GSM588849	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588849/suppl/GSM588849.CEL.gz	54675	Male
CC33	GSM588850	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588850/suppl/GSM588850.CEL.gz	54675	Male
CC34	GSM588851	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588851/suppl/GSM588851.CEL.gz	54675	Male
CC35	GSM588852	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Female	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588852/suppl/GSM588852.CEL.gz	54675	Female
CC36	GSM588853	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588853/suppl/GSM588853.CEL.gz	54675	Male
CC37	GSM588854	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Female	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588854/suppl/GSM588854.CEL.gz	54675	Female
CC38	GSM588855	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588855/suppl/GSM588855.CEL.gz	54675	Male
CC40	GSM588856	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588856/suppl/GSM588856.CEL.gz	54675	Male
CC41	GSM588857	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Female	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588857/suppl/GSM588857.CEL.gz	54675	Female
CC43	GSM588859	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588859/suppl/GSM588859.CEL.gz	54675	Male
CC44	GSM588860	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588860/suppl/GSM588860.CEL.gz	54675	Male
CC45	GSM588861	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588861/suppl/GSM588861.CEL.gz	54675	Male
CC46	GSM588862	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	colon tumour	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Colon Tumour Sample	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588862/suppl/GSM588862.CEL.gz	54675	Male
N2	GSM588863	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588863/suppl/GSM588863.CEL.gz	54675	Male
N3	GSM588864	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588864/suppl/GSM588864.CEL.gz	54675	Male
N8	GSM588865	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Female	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588865/suppl/GSM588865.CEL.gz	54675	Female
N9	GSM588866	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588866/suppl/GSM588866.CEL.gz	54675	Male
N11	GSM588867	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588867/suppl/GSM588867.CEL.gz	54675	Male
N12	GSM588868	Public on Aug 31 2010	Aug 30 2010	Aug 30 2010	RNA	1	normal paired tissue	Homo sapiens	gender: Male	total RNA	Trizol extraction of total RNA was performed according to the manufacturer's instructions.	Biotin	Biotinylated cRNA were prepared according to the standard Affymetrix protocol from 6ug total RNA (Expression Analysis Technical Manual, 2001, Affymetrix).	9606	Following fragmentation, 10 ug of cRNA were hybridized for 16 hr at 45C on Affymetrix HG U133 plus 2.0. GeneChips were washed and stained in the Affymetrix Fluidics Station 400.	GeneChips were scanned using the Affymetrix GeneChip Scanner  (GCS) 3000.	Gene expression data from Normal paired Tissue	The data were analyzed using a commercially available software package, Partek Genomics Suite 6.4 (Partek Incorporated, Missouri, USA), PLIER algorithm using default analysis settings and global scaling as normalization method and t-test  to assess differentially expressed genes. The Strand Genomics Avadis software package (Strand Genomics Pvt Ltd, http://www.strandgenomics.com) was employed for hierarchical clustering of differentially expressed genes.	GPL570	ABDUL,KHALID,SIRAJ	asiraj@kfshrc.edu.sa	HUMAN CANCER GENOMIC	KING FAISAL SPECIALIST HOSPITAL & RESEARCH CENTER	MBC 98-16, PO BOX 3354	RIYADH 11211	KSA	11211	Saudi Arabia	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM588nnn/GSM588868/suppl/GSM588868.CEL.gz	54675	Male
