Species Scientific Name	Gene Title	Gene Symbol	ENTREZ_GENE_ID
Homo sapiens	mitogen-activated protein kinase 15	MAPK15	225689
Homo sapiens	fibroblast growth factor 12	FGF12	2257
Homo sapiens	fibroblast growth factor 13	FGF13	2258
Homo sapiens	fibroblast growth factor 14	FGF14	2259
Homo sapiens	"aldolase A, fructose-bisphosphate"	ALDOA	226
Homo sapiens	fibroblast growth factor receptor 1	FGFR1	2260
Homo sapiens	fibroblast growth factor receptor 3	FGFR3	2261
Homo sapiens	glypican 5	GPC5	2262
Homo sapiens	fibroblast growth factor receptor 2	FGFR2	2263
Homo sapiens	fibroblast growth factor receptor 4	FGFR4	2264
Homo sapiens	fibrinogen gamma chain	FGG	2266
Homo sapiens	fibrinogen-like 1	FGL1	2267
Homo sapiens	"FGR proto-oncogene, Src family tyrosine kinase"	FGR	2268
Homo sapiens	fumarate hydratase	FH	2271
Homo sapiens	fragile histidine triad	FHIT	2272
Homo sapiens	four and a half LIM domains 1	FHL1	2273
Homo sapiens	four and a half LIM domains 2	FHL2	2274
Homo sapiens	four and a half LIM domains 3	FHL3	2275
Homo sapiens	nidogen 2 (osteonidogen)	NID2	22795
Homo sapiens	component of oligomeric golgi complex 2	COG2	22796
Homo sapiens	transcription factor EC	TFEC	22797
Homo sapiens	"laminin, beta 4"	LAMB4	22798
Homo sapiens	"aldolase A, fructose-bisphosphate pseudogene 2"	ALDOAP2	228
Homo sapiens	related RAS viral (r-ras) oncogene homolog 2	RRAS2	22800
Homo sapiens	"integrin, alpha 11"	ITGA11	22801
Homo sapiens	chloride channel accessory 4	CLCA4	22802
Homo sapiens	5'-3' exoribonuclease 2	XRN2	22803
Homo sapiens	IKAROS family zinc finger 3 (Aiolos)	IKZF3	22806
Homo sapiens	IKAROS family zinc finger 2 (Helios)	IKZF2	22807
Homo sapiens	muscle RAS oncogene homolog	MRAS	22808
Homo sapiens	activating transcription factor 5	ATF5	22809
Homo sapiens	"FK506 binding protein 1B, 12.6 kDa"	FKBP1B	2281
Homo sapiens	"coatomer protein complex, subunit zeta 1"	COPZ1	22818
Homo sapiens	"coatomer protein complex, subunit gamma 1"	COPG1	22820
Homo sapiens	RAS p21 protein activator 3	RASA3	22821
Homo sapiens	"pleckstrin homology-like domain, family A, member 1"	PHLDA1	22822
Homo sapiens	metal response element binding transcription factor 2	MTF2	22823
Homo sapiens	heat shock 70kDa protein 4-like	HSPA4L	22824
Homo sapiens	"DnaJ (Hsp40) homolog, subfamily C, member 8"	DNAJC8	22826
Homo sapiens	poly-U binding splicing factor 60KDa	PUF60	22827
Homo sapiens	SR-related CTD-associated factor 8	SCAF8	22828
Homo sapiens	"neuroligin 4, Y-linked"	NLGN4Y	22829
Homo sapiens	centrosomal protein 162kDa	CEP162	22832
Homo sapiens	zinc finger protein 652	ZNF652	22834
Homo sapiens	ZFP30 zinc finger protein	ZFP30	22835
Homo sapiens	Rho-related BTB domain containing 3	RHOBTB3	22836
Homo sapiens	cordon-bleu WH2 repeat protein-like 1	COBLL1	22837
Homo sapiens	ring finger protein 44	RNF44	22838
Homo sapiens	RAB11 family interacting protein 2 (class I)	RAB11FIP2	22841
Homo sapiens	"protein phosphatase, Mg2+/Mn2+ dependent, 1E"	PPM1E	22843
Homo sapiens	FERM and PDZ domain containing 1	FRMPD1	22844
Homo sapiens	dolichol kinase	DOLK	22845
Homo sapiens	vasohibin 1	VASH1	22846
Homo sapiens	zinc finger protein 507	ZNF507	22847
Homo sapiens	AP2 associated kinase 1	AAK1	22848
Homo sapiens	cytoplasmic polyadenylation element binding protein 3	CPEB3	22849
Homo sapiens	ADNP homeobox 2	ADNP2	22850
Homo sapiens	ankyrin repeat domain 26	ANKRD26	22852
Homo sapiens	lemur tyrosine kinase 2	LMTK2	22853
Homo sapiens	chondroitin sulfate synthase 1	CHSY1	22856
Homo sapiens	intestinal cell (MAK-like) kinase	ICK	22858
Homo sapiens	latrophilin 1	LPHN1	22859
Homo sapiens	"FK506 binding protein 2, 13kDa"	FKBP2	2286
Homo sapiens	"NLR family, pyrin domain containing 1"	NLRP1	22861
Homo sapiens	fibronectin type III domain containing 3A	FNDC3A	22862
Homo sapiens	autophagy related 14	ATG14	22863
Homo sapiens	R3H domain containing 2	R3HDM2	22864
Homo sapiens	"SLIT and NTRK-like family, member 3"	SLITRK3	22865
Homo sapiens	connector enhancer of kinase suppressor of Ras 2	CNKSR2	22866
Homo sapiens	FAST kinase domains 2	FASTKD2	22868
Homo sapiens	zinc finger protein 510	ZNF510	22869
Homo sapiens	"FK506 binding protein 3, 25kDa"	FKBP3	2287
Homo sapiens	"protein phosphatase 6, regulatory subunit 1"	PPP6R1	22870
Homo sapiens	neuroligin 1	NLGN1	22871
Homo sapiens	SEC31 homolog A (S. cerevisiae)	SEC31A	22872
Homo sapiens	DAZ interacting zinc finger protein 1	DZIP1	22873
Homo sapiens	"pleckstrin homology domain containing, family A member 6"	PLEKHA6	22874
Homo sapiens	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)	ENPP4	22875
Homo sapiens	inositol polyphosphate-5-phosphatase F	INPP5F	22876
Homo sapiens	MLX interacting protein	MLXIP	22877
Homo sapiens	trafficking protein particle complex 8	TRAPPC8	22878
Homo sapiens	MON1 secretory trafficking family member B	MON1B	22879
Homo sapiens	"FK506 binding protein 4, 59kDa"	FKBP4	2288
Homo sapiens	MORC family CW-type zinc finger 2	MORC2	22880
Homo sapiens	ankyrin repeat domain 6	ANKRD6	22881
Homo sapiens	zinc fingers and homeoboxes 2	ZHX2	22882
Homo sapiens	calsyntenin 1	CLSTN1	22883
Homo sapiens	WD repeat domain 37	WDR37	22884
Homo sapiens	"actin binding LIM protein family, member 3"	ABLIM3	22885
Homo sapiens	forkhead box J3	FOXJ3	22887
Homo sapiens	U-box domain containing 5	UBOX5	22888
Homo sapiens	KIAA0907	KIAA0907	22889
Homo sapiens	FK506 binding protein 5	FKBP5	2289
Homo sapiens	"Homo sapiens cDNA FLJ31348 fis, clone MESAN2000026. /// zinc finger and BTB domain containing 1"	AK055910 /// ZBTB1	22890
Homo sapiens	zinc finger protein 365	ZNF365	22891
Homo sapiens	bromo adjacent homology domain containing 1	BAHD1	22893
Homo sapiens	DIS3 exosome endoribonuclease and 3'-5' exoribonuclease	DIS3	22894
Homo sapiens	rabphilin 3A homolog (mouse)	RPH3A	22895
Homo sapiens	centrosomal protein 164kDa	CEP164	22897
Homo sapiens	DENN/MADD domain containing 3	DENND3	22898
Homo sapiens	Rho guanine nucleotide exchange factor (GEF) 15	ARHGEF15	22899
Homo sapiens	"aldolase B, fructose-bisphosphate"	ALDOB	229
Homo sapiens	forkhead box G1	FOXG1	2290
Homo sapiens	"caspase recruitment domain family, member 8"	CARD8	22900
Homo sapiens	arylsulfatase G	ARSG	22901
Homo sapiens	RUN and FYVE domain containing 3	RUFY3	22902
Homo sapiens	BTB (POZ) domain containing 3	BTBD3	22903
Homo sapiens	strawberry notch homolog 2 (Drosophila)	SBNO2	22904
Homo sapiens	"trafficking protein, kinesin binding 1"	TRAK1	22906
Homo sapiens	DEAH (Asp-Glu-Ala-His) box helicase 30	DHX30	22907
Homo sapiens	SAC1 suppressor of actin mutations 1-like (yeast)	SACM1L	22908
Homo sapiens	FANCD2/FANCI-associated nuclease 1	FAN1	22909
Homo sapiens	WD repeat domain 47	WDR47	22911
Homo sapiens	RALY heterogeneous nuclear ribonucleoprotein	RALY	22913
Homo sapiens	multimerin 1	MMRN1	22915
Homo sapiens	"nuclear cap binding protein subunit 2, 20kDa"	NCBP2	22916
Homo sapiens	zona pellucida glycoprotein 1 (sperm receptor)	ZP1	22917
Homo sapiens	CD93 molecule	CD93	22918
Homo sapiens	"microtubule-associated protein, RP/EB family, member 1"	MAPRE1	22919
Homo sapiens	kinesin-associated protein 3	KIFAP3	22920
Homo sapiens	methionine sulfoxide reductase B2	MSRB2	22921
Homo sapiens	"microtubule-associated protein, RP/EB family, member 3"	MAPRE3	22924
Homo sapiens	"phospholipase A2 receptor 1, 180kDa"	PLA2R1	22925
Homo sapiens	activating transcription factor 6	ATF6	22926
Homo sapiens	hyaluronan binding protein 4	HABP4	22927
Homo sapiens	selenophosphate synthetase 2	SEPHS2	22928
Homo sapiens	selenophosphate synthetase 1	SEPHS1	22929
Homo sapiens	RAB3 GTPase activating protein subunit 1 (catalytic)	RAB3GAP1	22930
Homo sapiens	"RAB18, member RAS oncogene family"	RAB18	22931
Homo sapiens	POM121 and ZP3 fusion	POMZP3	22932
Homo sapiens	sirtuin 2	SIRT2	22933
Homo sapiens	ribose 5-phosphate isomerase A	RPIA	22934
Homo sapiens	"elongation factor, RNA polymerase II, 2"	ELL2	22936
Homo sapiens	SREBF chaperone	SCAP	22937
Homo sapiens	SNW domain containing 1	SNW1	22938
Homo sapiens	forkhead box F1	FOXF1	2294
Homo sapiens	SH3 and multiple ankyrin repeat domains 2	SHANK2	22941
Homo sapiens	dickkopf WNT signaling pathway inhibitor 1	DKK1	22943
Homo sapiens	"KIN, antigenic determinant of recA protein homolog (mouse)"	KIN	22944
Homo sapiens	"chaperonin containing TCP1, subunit 5 (epsilon)"	CCT5	22948
Homo sapiens	prostaglandin reductase 1	PTGR1	22949
Homo sapiens	forkhead box F2	FOXF2	2295
Homo sapiens	"solute carrier family 4 (anion exchanger), member 1, adaptor protein"	SLC4A1AP	22950
Homo sapiens	"purinergic receptor P2X, ligand-gated ion channel, 2"	P2RX2	22953
Homo sapiens	tripartite motif containing 32	TRIM32	22954
Homo sapiens	sex comb on midleg homolog 1 (Drosophila)	SCMH1	22955
Homo sapiens	forkhead box C1	FOXC1	2296
Homo sapiens	forkhead box D1	FOXD1	2297
Homo sapiens	"laminin, beta 2 pseudogene 1"	LAMB2P1	22973
Homo sapiens	"TPX2, microtubule-associated"	TPX2	22974
Homo sapiens	PAX interacting (with transcription-activation domain) protein 1	PAXIP1	22976
Homo sapiens	"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)"	AKR7A3	22977
Homo sapiens	EFR3 homolog B (S. cerevisiae)	EFR3B	22979
Homo sapiens	transcription factor 25 (basic helix-loop-helix)	TCF25	22980
Homo sapiens	ninein-like	NINL	22981
Homo sapiens	DIP2 disco-interacting protein 2 homolog C (Drosophila)	DIP2C	22982
Homo sapiens	microtubule associated serine/threonine kinase 1	MAST1	22983
Homo sapiens	programmed cell death 11	PDCD11	22984
Homo sapiens	apoptotic chromatin condensation inducer 1	ACIN1	22985
Homo sapiens	sortilin-related VPS10 domain containing receptor 3	SORCS3	22986
Homo sapiens	synaptic vesicle glycoprotein 2C	SV2C	22987
Homo sapiens	"myosin, heavy chain 15"	MYH15	22989
Homo sapiens	forkhead box I1	FOXI1	2299
Homo sapiens	pecanex homolog (Drosophila)	PCNX	22990
Homo sapiens	lysine (K)-specific demethylase 2A	KDM2A	22992
Homo sapiens	HMG box domain containing 3	HMGXB3	22993
Homo sapiens	centrosomal protein 131kDa	CEP131	22994
Homo sapiens	centrosomal protein 152kDa	CEP152	22995
Homo sapiens	tetratricopeptide repeat domain 39A	TTC39A	22996
Homo sapiens	"immunoglobulin superfamily, member 9B"	IGSF9B	22997
Homo sapiens	LIM and calponin homology domains 1	LIMCH1	22998
Homo sapiens	regulating synaptic membrane exocytosis 1	RIMS1	22999
Homo sapiens	"ATP-binding cassette, sub-family F (GCN20), member 1"	ABCF1	23
Homo sapiens	"aldolase C, fructose-bisphosphate"	ALDOC	230
Homo sapiens	forkhead box L1	FOXL1	2300
Homo sapiens	WD repeat and FYVE domain containing 3	WDFY3	23001
Homo sapiens	dishevelled associated activator of morphogenesis 1	DAAM1	23002
Homo sapiens	mitogen-activated protein kinase binding protein 1	MAPKBP1	23005
Homo sapiens	"phospholipase C, eta 1"	PLCH1	23007
Homo sapiens	kelch domain containing 10	KLHDC10	23008
Homo sapiens	forkhead box E3	FOXE3	2301
Homo sapiens	"RAB21, member RAS oncogene family"	RAB21	23011
Homo sapiens	serine/threonine kinase 38 like	STK38L	23012
Homo sapiens	spen family transcriptional repressor	SPEN	23013
Homo sapiens	F-box protein 21	FBXO21	23014
Homo sapiens	"golgin A8 family, member A"	GOLGA8A	23015
Homo sapiens	exosome component 7	EXOSC7	23016
Homo sapiens	Fas apoptotic inhibitory molecule 2	FAIM2	23017
Homo sapiens	"CCR4-NOT transcription complex, subunit 1"	CNOT1	23019
Homo sapiens	forkhead box J1	FOXJ1	2302
Homo sapiens	small nuclear ribonucleoprotein 200kDa (U5)	SNRNP200	23020
Homo sapiens	"palladin, cytoskeletal associated protein"	PALLD	23022
Homo sapiens	transmembrane and coiled-coil domain family 1	TMCC1	23023
Homo sapiens	PDZ domain containing ring finger 3	PDZRN3	23024
Homo sapiens	unc-13 homolog A (C. elegans)	UNC13A	23025
Homo sapiens	myosin XVI	MYO16	23026
Homo sapiens	lysine (K)-specific demethylase 1A	KDM1A	23028
Homo sapiens	RNA binding motif protein 34	RBM34	23029
Homo sapiens	"forkhead box C2 (MFH-1, mesenchyme forkhead 1)"	FOXC2	2303
Homo sapiens	lysine (K)-specific demethylase 4B	KDM4B	23030
Homo sapiens	microtubule associated serine/threonine kinase 3	MAST3	23031
Homo sapiens	ubiquitin specific peptidase 33	USP33	23032
Homo sapiens	dopey family member 1	DOPEY1	23033
Homo sapiens	sterile alpha motif domain containing 4A	SAMD4A	23034
Homo sapiens	PH domain and leucine rich repeat protein phosphatase 2	PHLPP2	23035
Homo sapiens	zinc finger protein 292	ZNF292	23036
Homo sapiens	PDZ domain containing 2	PDZD2	23037
Homo sapiens	WD and tetratricopeptide repeats 1	WDTC1	23038
Homo sapiens	exportin 7	XPO7	23039
Homo sapiens	forkhead box E1 (thyroid transcription factor 2)	FOXE1	2304
Homo sapiens	myelin transcription factor 1-like	MYT1L	23040
Homo sapiens	MON2 homolog (S. cerevisiae)	MON2	23041
Homo sapiens	pyridoxal-dependent decarboxylase domain containing 1	PDXDC1	23042
Homo sapiens	TRAF2 and NCK interacting kinase	TNIK	23043
Homo sapiens	kinesin family member 21B	KIF21B	23046
Homo sapiens	"PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae)"	PDS5B	23047
Homo sapiens	formin binding protein 1	FNBP1	23048
Homo sapiens	forkhead box M1	FOXM1	2305
Homo sapiens	zinc fingers and homeoboxes 3	ZHX3	23051
Homo sapiens	endonuclease domain containing 1	ENDOD1	23052
Homo sapiens	"zinc finger, SWIM-type containing 8"	ZSWIM8	23053
Homo sapiens	nuclear receptor coactivator 6	NCOA6	23054
Homo sapiens	nicotinamide nucleotide adenylyltransferase 2	NMNAT2	23057
Homo sapiens	clusterin associated protein 1	CLUAP1	23059
Homo sapiens	forkhead box D2	FOXD2	2306
Homo sapiens	zinc finger protein 609	ZNF609	23060
Homo sapiens	"TBC1 domain family, member 9B (with GRAM domain)"	TBC1D9B	23061
Homo sapiens	"golgi-associated, gamma adaptin ear containing, ARF binding protein 2"	GGA2	23062
Homo sapiens	wings apart-like homolog (Drosophila)	WAPAL	23063
Homo sapiens	senataxin	SETX	23064
Homo sapiens	ER membrane protein complex subunit 1	EMC1	23065
Homo sapiens	cullin-associated and neddylation-dissociated 2 (putative)	CAND2	23066
Homo sapiens	SET domain containing 1B	SETD1B	23067
Homo sapiens	forkhead box S1	FOXS1	2307
Homo sapiens	cap methyltransferase 1	CMTR1	23070
Homo sapiens	endoplasmic reticulum protein 44	ERP44	23071
Homo sapiens	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1"	HECW1	23072
Homo sapiens	UHRF1 binding protein 1-like	UHRF1BP1L	23074
Homo sapiens	SWAP switching B-cell complex 70kDa subunit	SWAP70	23075
Homo sapiens	ribosomal RNA processing 1B	RRP1B	23076
Homo sapiens	"MYC binding protein 2, E3 ubiquitin protein ligase"	MYCBP2	23077
Homo sapiens	von Willebrand factor A domain containing 8	VWA8	23078
Homo sapiens	forkhead box O1	FOXO1	2308
Homo sapiens	AVL9 homolog (S. cerevisiase)	AVL9	23080
Homo sapiens	lysine (K)-specific demethylase 4C	KDM4C	23081
Homo sapiens	"peroxisome proliferator-activated receptor gamma, coactivator-related 1"	PPRC1	23082
Homo sapiens	ELKS/RAB6-interacting/CAST family member 1	ERC1	23085
Homo sapiens	exophilin 5	EXPH5	23086
Homo sapiens	tripartite motif containing 35	TRIM35	23087
Homo sapiens	paternally expressed 10	PEG10	23089
Homo sapiens	forkhead box O3	FOXO3	2309
Homo sapiens	zinc finger protein 423	ZNF423	23090
Homo sapiens	zinc finger CCCH-type containing 13	ZC3H13	23091
Homo sapiens	Rho GTPase activating protein 26	ARHGAP26	23092
Homo sapiens	"tubulin tyrosine ligase-like family, member 5"	TTLL5	23093
Homo sapiens	signal-induced proliferation-associated 1 like 3	SIPA1L3	23094
Homo sapiens	kinesin family member 1B	KIF1B	23095
Homo sapiens	IQ motif and Sec7 domain 2	IQSEC2	23096
Homo sapiens	cyclin-dependent kinase 19	CDK19	23097
Homo sapiens	sterile alpha and TIR motif containing 1	SARM1	23098
Homo sapiens	zinc finger and BTB domain containing 43	ZBTB43	23099
Homo sapiens	"aldo-keto reductase family 1, member B1 (aldose reductase)"	AKR1B1	231
Homo sapiens	MCF.2 cell line derived transforming sequence-like 2	MCF2L2	23101
Homo sapiens	"TBC1 domain family, member 2B"	TBC1D2B	23102
Homo sapiens	follistatin-like 4	FSTL4	23105
Homo sapiens	mitochondrial ribosomal protein S27	MRPS27	23107
Homo sapiens	RAP1 GTPase activating protein 2	RAP1GAP2	23108
Homo sapiens	dendrin	DDN	23109
Homo sapiens	spastic paraplegia 20 (Troyer syndrome)	SPG20	23111
Homo sapiens	trinucleotide repeat containing 6B	TNRC6B	23112
Homo sapiens	cullin 9	CUL9	23113
Homo sapiens	neurofascin	NFASC	23114
Homo sapiens	"family with sequence similarity 179, member B"	FAM179B	23116
Homo sapiens	hypermethylated in cancer 2	HIC2	23119
Homo sapiens	filaggrin	FLG	2312
Homo sapiens	"ATPase, class V, type 10B"	ATP10B	23120
Homo sapiens	cytoplasmic linker associated protein 2	CLASP2	23122
Homo sapiens	calmodulin binding transcription activator 2	CAMTA2	23125
Homo sapiens	pogo transposable element with ZNF domain	POGZ	23126
Homo sapiens	collagen beta(1-O)galactosyltransferase 2	COLGALT2	23127
Homo sapiens	plexin D1	PLXND1	23129
Homo sapiens	"Fli-1 proto-oncogene, ETS transcription factor"	FLI1	2313
Homo sapiens	autophagy related 2A	ATG2A	23130
Homo sapiens	G patch domain containing 8	GPATCH8	23131
Homo sapiens	RAD54-like 2 (S. cerevisiae)	RAD54L2	23132
Homo sapiens	PHD finger protein 8	PHF8	23133
Homo sapiens	lysine (K)-specific demethylase 6B	KDM6B	23135
Homo sapiens	erythrocyte membrane protein band 4.1-like 3	EPB41L3	23136
Homo sapiens	structural maintenance of chromosomes 5	SMC5	23137
Homo sapiens	NEDD4 binding protein 3	N4BP3	23138
Homo sapiens	microtubule associated serine/threonine kinase 2	MAST2	23139
Homo sapiens	flightless I homolog (Drosophila)	FLII	2314
Homo sapiens	"zinc finger, ZZ-type with EF-hand domain 1"	ZZEF1	23140
Homo sapiens	ankyrin repeat and LEM domain containing 2	ANKLE2	23141
Homo sapiens	"DCN1, defective in cullin neddylation 1, domain containing 4"	DCUN1D4	23142
Homo sapiens	leucine-rich repeats and calponin homology (CH) domain containing 1	LRCH1	23143
Homo sapiens	zinc finger CCCH-type containing 3	ZC3H3	23144
Homo sapiens	SCO-spondin	SSPO	23145
Homo sapiens	NAC alpha domain containing	NACAD	23148
Homo sapiens	FCH domain only 1	FCHO1	23149
Homo sapiens	melan-A	MLANA	2315
Homo sapiens	FERM domain containing 4B	FRMD4B	23150
Homo sapiens	GRAM domain containing 4	GRAMD4	23151
Homo sapiens	capicua transcriptional repressor	CIC	23152
Homo sapiens	neurochondrin	NCDN	23154
Homo sapiens	chloride channel CLIC-like 1	CLCC1	23155
Homo sapiens	septin 6	Sep-06	23157
Homo sapiens	"TBC1 domain family, member 9 (with GRAM domain)"	TBC1D9	23158
Homo sapiens	"filamin A, alpha"	FLNA	2316
Homo sapiens	WD repeat domain 43	WDR43	23160
Homo sapiens	sorting nexin 13	SNX13	23161
Homo sapiens	mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3	23162
Homo sapiens	"golgi-associated, gamma adaptin ear containing, ARF binding protein 3"	GGA3	23163
Homo sapiens	myosin phosphatase Rho interacting protein	MPRIP	23164
Homo sapiens	nucleoporin 205kDa	NUP205	23165
Homo sapiens	stabilin 1	STAB1	23166
Homo sapiens	EFR3 homolog A (S. cerevisiae)	EFR3A	23167
Homo sapiens	"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)"	RTF1	23168
Homo sapiens	"solute carrier family 35 (UDP-GlcA/UDP-GalNAc transporter), member D1"	SLC35D1	23169
Homo sapiens	"filamin B, beta"	FLNB	2317
Homo sapiens	"tubulin tyrosine ligase-like family, member 12"	TTLL12	23170
Homo sapiens	glycerol-3-phosphate dehydrogenase 1-like	GPD1L	23171
Homo sapiens	"family with sequence similarity 175, member B"	FAM175B	23172
Homo sapiens	methionyl aminopeptidase 1	METAP1	23173
Homo sapiens	"zinc finger, CCHC domain containing 14"	ZCCHC14	23174
Homo sapiens	lipin 1	LPIN1	23175
Homo sapiens	septin 8	Sep-08	23176
Homo sapiens	centrosomal protein 68kDa	CEP68	23177
Homo sapiens	PAS domain containing serine/threonine kinase	PASK	23178
Homo sapiens	ral guanine nucleotide dissociation stimulator-like 1	RGL1	23179
Homo sapiens	"filamin C, gamma"	FLNC	2318
Homo sapiens	DIP2 disco-interacting protein 2 homolog A (Drosophila)	DIP2A	23181
Homo sapiens	mesoderm development candidate 2	MESDC2	23184
Homo sapiens	"La ribonucleoprotein domain family, member 4B"	LARP4B	23185
Homo sapiens	REST corepressor 1	RCOR1	23186
Homo sapiens	"pleckstrin homology-like domain, family B, member 1"	PHLDB1	23187
Homo sapiens	KN motif and ankyrin repeat domains 1	KANK1	23189
Homo sapiens	flotillin 2	FLOT2	2319
Homo sapiens	UBX domain protein 4	UBXN4	23190
Homo sapiens	cytoplasmic FMR1 interacting protein 1	CYFIP1	23191
Homo sapiens	"autophagy related 4B, cysteine peptidase"	ATG4B	23192
Homo sapiens	"glucosidase, alpha; neutral AB"	GANAB	23193
Homo sapiens	F-box and leucine-rich repeat protein 7	FBXL7	23194
Homo sapiens	"MDN1, midasin homolog (yeast)"	MDN1	23195
Homo sapiens	family with sequence similarity 120A	FAM120A	23196
Homo sapiens	Fas associated factor family member 2	FAF2	23197
Homo sapiens	"proteasome (prosome, macropain) activator subunit 4"	PSME4	23198
Homo sapiens	Gse1 coiled-coil protein	GSE1	23199
Homo sapiens	"ATPase, class VI, type 11B"	ATP11B	23200
Homo sapiens	"family with sequence similarity 168, member A"	FAM168A	23201
Homo sapiens	peptidase (mitochondrial processing) alpha	PMPCA	23203
Homo sapiens	ADP-ribosylation factor-like 6 interacting protein 1	ARL6IP1	23204
Homo sapiens	acyl-CoA synthetase bubblegum family member 1	ACSBG1	23205
Homo sapiens	"pleckstrin homology domain containing, family M (with RUN domain) member 2"	PLEKHM2	23207
Homo sapiens	synaptotagmin XI	SYT11	23208
Homo sapiens	megalencephalic leukoencephalopathy with subcortical cysts 1	MLC1	23209
Homo sapiens	fms-related tyrosine kinase 1	FLT1	2321
Homo sapiens	jumonji domain containing 6	JMJD6	23210
Homo sapiens	zinc finger CCCH-type containing 4	ZC3H4	23211
Homo sapiens	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	RRS1	23212
Homo sapiens	sulfatase 1	SULF1	23213
Homo sapiens	exportin 6	XPO6	23214
Homo sapiens	proline-rich coiled-coil 2C	PRRC2C	23215
Homo sapiens	"TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1"	TBC1D1	23216
Homo sapiens	zinc finger RNA binding protein 2	ZFR2	23217
Homo sapiens	neurobeachin-like 2	NBEAL2	23218
Homo sapiens	F-box protein 28	FBXO28	23219
Homo sapiens	fms-related tyrosine kinase 3	FLT3	2322
Homo sapiens	"deltex 4, E3 ubiquitin ligase"	DTX4	23220
Homo sapiens	Rho-related BTB domain containing 2	RHOBTB2	23221
Homo sapiens	ribosomal RNA processing 12 homolog (S. cerevisiae)	RRP12	23223
Homo sapiens	"spectrin repeat containing, nuclear envelope 2"	SYNE2	23224
Homo sapiens	nucleoporin 210kDa	NUP210	23225
Homo sapiens	phospholipase C-like 2	PLCL2	23228
Homo sapiens	Cdc42 guanine nucleotide exchange factor (GEF) 9	ARHGEF9	23229
Homo sapiens	fms-related tyrosine kinase 3 ligand	FLT3LG	2323
Homo sapiens	vacuolar protein sorting 13 homolog A (S. cerevisiae)	VPS13A	23230
Homo sapiens	sel-1 suppressor of lin-12-like 3 (C. elegans)	SEL1L3	23231
Homo sapiens	"TBC1 domain family, member 12"	TBC1D12	23232
Homo sapiens	exocyst complex component 6B	EXOC6B	23233
Homo sapiens	"DnaJ (Hsp40) homolog, subfamily C, member 9"	DNAJC9	23234
Homo sapiens	salt-inducible kinase 2	SIK2	23235
Homo sapiens	"phospholipase C, beta 1 (phosphoinositide-specific)"	PLCB1	23236
Homo sapiens	activity-regulated cytoskeleton-associated protein	ARC	23237
Homo sapiens	PH domain and leucine rich repeat protein phosphatase 1	PHLPP1	23239
Homo sapiens	fms-related tyrosine kinase 4	FLT4	2324
Homo sapiens	KIAA0922	KIAA0922	23240
Homo sapiens	phosphofurin acidic cluster sorting protein 2	PACS2	23241
Homo sapiens	cordon-bleu WH2 repeat protein	COBL	23242
Homo sapiens	ankyrin repeat domain 28	ANKRD28	23243
Homo sapiens	"PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)"	PDS5A	23244
Homo sapiens	astrotactin 2	ASTN2	23245
Homo sapiens	KIAA0556	KIAA0556	23247
Homo sapiens	regulation of nuclear pre-mRNA domain containing 2	RPRD2	23248
Homo sapiens	"ATPase, class VI, type 11A"	ATP11A	23250
Homo sapiens	KIAA1024	KIAA1024	23251
Homo sapiens	OTU deubiquitinase 3	OTUD3	23252
Homo sapiens	ankyrin repeat domain 12	ANKRD12	23253
Homo sapiens	"kazrin, periplakin interacting protein"	KAZN	23254
Homo sapiens	microtubule crosslinking factor 1	MTCL1	23255
Homo sapiens	sec1 family domain containing 1	SCFD1	23256
Homo sapiens	DENN/MADD domain containing 5A	DENND5A	23258
Homo sapiens	DDHD domain containing 2	DDHD2	23259
Homo sapiens	flavin containing monooxygenase 1	FMO1	2326
Homo sapiens	calmodulin binding transcription activator 1	CAMTA1	23261
Homo sapiens	diphosphoinositol pentakisphosphate kinase 2	PPIP5K2	23262
Homo sapiens	MCF.2 cell line derived transforming sequence-like	MCF2L	23263
Homo sapiens	zinc finger CCCH-type containing 7B	ZC3H7B	23264
Homo sapiens	exocyst complex component 7	EXOC7	23265
Homo sapiens	"MGA, MAX dimerization protein"	MGA	23269
Homo sapiens	flavin containing monooxygenase 2 (non-functional)	FMO2	2327
Homo sapiens	TSPY-like 4	TSPYL4	23270
Homo sapiens	"calmodulin regulated spectrin-associated protein family, member 2"	CAMSAP2	23271
Homo sapiens	"family with sequence similarity 208, member A"	FAM208A	23272
Homo sapiens	"C-type lectin domain family 16, member A"	CLEC16A	23274
Homo sapiens	protein O-fucosyltransferase 2	POFUT2	23275
Homo sapiens	kelch-like family member 18	KLHL18	23276
Homo sapiens	clustered mitochondria (cluA/CLU1) homolog	CLUH	23277
Homo sapiens	nucleoporin 160kDa	NUP160	23279
Homo sapiens	flavin containing monooxygenase 3	FMO3	2328
Homo sapiens	microtubule associated tumor suppressor candidate 2	MTUS2	23281
